Date,Open,High,Low,Close,Adj Close,Volume
2015-08-01,117.620003,123.800003,92.169998,116.459999,97.410858,135234000
2015-09-01,113.989998,119.820000,111.800003,115.489998,96.599510,122128700
2015-10-01,116.230003,125.750000,114.709999,123.639999,103.943024,97180400
2015-11-01,124.239998,135.470001,118.610001,133.880005,112.551704,111416100
2015-12-01,133.520004,134.830002,130.009995,132.250000,111.181343,99749700
2016-01-01,130.110001,131.940002,113.589996,125.760002,106.193260,147050100
2016-02-01,124.919998,127.750000,109.620003,124.120003,104.808441,135914000
2016-03-01,124.779999,134.289993,123.980003,133.429993,112.669914,94146700
2016-04-01,133.100006,137.000000,131.750000,133.889999,113.680046,82951100
2016-05-01,134.369995,137.820007,130.020004,132.119995,112.177223,112394600
2016-06-01,132.119995,132.729996,123.620003,127.690002,108.977295,114046600
2016-07-01,128.289993,138.720001,128.119995,138.240005,117.981239,78399700
2016-08-01,138.059998,139.000000,133.600006,134.119995,114.464973,91331300
2016-09-01,134.479996,135.880005,125.349998,128.679993,110.385399,107739700
2016-10-01,128.199997,130.449997,121.620003,122.010002,104.663704,97360300
2016-11-01,121.690002,132.139999,119.199997,129.399994,111.003021,133565300
2016-12-01,129.339996,137.320007,128.679993,134.080002,115.628365,99553700
2017-01-01,135.100006,139.369995,133.050003,137.580002,118.646713,83138300
2017-02-01,137.660004,146.330002,136.330002,144.910004,124.967987,75930200
2017-03-01,146.720001,150.149994,145.830002,146.830002,126.623802,92996000
2017-04-01,146.940002,156.270004,145.759995,156.100006,135.437363,75716700
2017-05-01,156.220001,160.860001,153.279999,153.509995,133.190155,93676400
2017-06-01,153.520004,159.220001,150.750000,153.399994,133.863861,100510600
2017-07-01,154.389999,154.789993,144.250000,149.600006,130.547836,102500900
2017-08-01,150.240005,156.050003,146.889999,149.869995,130.783417,114385100
2017-09-01,150.259995,163.610001,149.759995,163.559998,143.573990,110280500
2017-10-01,164.199997,167.940002,161.509995,165.779999,145.522705,71346000
2017-11-01,166.419998,180.669998,160.529999,179.820007,157.847183,103227500
2017-12-01,180.320007,191.490005,176.699997,189.529999,167.213531,103713100
2018-01-01,190.210007,207.610001,187.820007,200.899994,177.244705,92074000
2018-02-01,199.339996,202.250000,175.419998,182.270004,160.808365,127014100
2018-03-01,182.750000,184.399994,171.559998,178.240005,157.252853,109321100
2018-04-01,177.149994,187.800003,170.419998,184.800003,163.970215,101369800
2018-05-01,184.729996,191.649994,181.199997,186.550003,165.522995,103145700
2018-06-01,187.210007,201.600006,186.520004,195.100006,174.078461,93713000
2018-07-01,193.820007,204.250000,192.119995,197.520004,176.237701,67987900
2018-08-01,196.860001,203.550003,191.089996,200.770004,179.137543,88542700
2018-09-01,200.690002,215.429993,200.500000,207.149994,185.777512,83962700
2018-10-01,208.520004,209.789993,170.910004,175.880005,157.733780,133142600
2018-11-01,176.839996,188.690002,167.000000,180.320007,161.715668,132549500
2018-12-01,183.289993,183.500000,158.089996,171.820007,155.014389,117667300
2019-01-01,169.710007,184.669998,168.210007,183.529999,165.579056,98771800
2019-02-01,184.029999,193.419998,182.449997,185.139999,167.031586,90471400
2019-03-01,185.820007,192.190002,179.520004,191.889999,173.121384,95115500
2019-04-01,192.990005,208.300003,192.850006,203.699997,185.144699,71203800
2019-05-01,203.199997,203.520004,186.270004,189.850006,172.556305,94651500
2019-06-01,189.520004,211.990005,188.750000,207.970001,189.025757,90786400
2019-07-01,209.699997,219.300003,208.169998,213.690002,195.587051,64167400
2019-08-01,214.139999,229.270004,199.050003,227.910004,208.602417,99184500
2019-09-01,226.449997,235.490005,220.669998,232.020004,212.364212,75292900
2019-10-01,233.009995,238.990005,222.119995,234.580002,216.018494,62599000
2019-11-01,236.070007,239.309998,216.880005,220.509995,203.061768,102466800
2019-12-01,220.899994,222.000000,210.610001,218.380005,201.100327,111759300
2020-01-01,219.080002,236.529999,216.399994,228.100006,211.394653,97265400
2020-02-01,230.300003,247.360001,212.330002,217.839996,201.886063,86009000
2020-03-01,219.979996,241.320007,140.630005,186.710007,173.035934,221563200
2020-04-01,175.910004,224.220001,174.000000,219.830002,205.093384,120713600
2020-05-01,216.770004,252.229996,215.210007,248.479996,231.822784,115230300
2020-06-01,249.410004,259.290009,234.309998,250.509995,233.716675,103047000
2020-07-01,249.649994,269.070007,246.220001,265.489990,249.171509,66948200
2020-08-01,266.730011,292.950012,263.839996,285.040009,267.519897,74350500
2020-09-01,284.029999,288.040009,262.809998,277.709991,260.640381,80493700
2020-10-01,279.440002,292.649994,262.029999,266.709991,251.636536,59503400
2020-11-01,270.149994,289.000000,268.519989,277.410004,261.731812,82679200
2020-12-01,278.730011,278.950012,258.730011,265.619995,250.608170,92268500
2021-01-01,266.010010,285.769989,261.059998,270.820007,256.907471,76246100
2021-02-01,271.230011,284.679993,254.029999,258.339996,245.068619,88427300
2021-03-01,258.809998,308.019989,246.589996,305.250000,289.568726,124195800
2021-04-01,306.880005,328.829987,303.890015,323.670013,308.966614,81662500
2021-05-01,326.279999,345.690002,309.070007,318.910004,304.422760,83404300
2021-06-01,320.660004,321.260010,298.399994,318.890015,304.403687,89201700
2021-07-01,319.910004,333.450012,314.799988,328.190002,314.923981,60847700
2021-08-01,330.000000,338.549988,316.609985,326.179993,312.995209,67430900
2021-09-01,325.559998,343.739990,320.279999,328.260010,314.991119,67432900
2021-10-01,328.149994,375.149994,324.160004,371.739990,358.527222,59686400
2021-11-01,373.000000,416.559998,364.700012,400.609985,386.371063,76047100
2021-12-01,402.079987,420.609985,380.899994,415.010010,400.259277,84890300
2022-01-01,416.570007,417.839996,343.609985,366.980011,355.400238,101082900
2022-02-01,369.470001,374.670013,299.290009,315.829987,305.864227,103092300
2022-03-01,314.589996,340.739990,298.890015,299.329987,289.884888,115574300
2022-04-01,300.500000,318.399994,293.589996,300.399994,292.676758,86697000
2022-05-01,301.989990,315.750000,279.589996,302.750000,294.966309,105314200
2022-06-01,301.739990,308.459991,264.510010,274.269989,267.218506,95071800
2022-07-01,275.730011,310.670013,274.549988,300.940002,295.054596,54082200
2022-08-01,300.640015,332.980011,288.279999,288.420013,282.779449,76506500
2022-09-01,288.399994,302.829987,265.609985,275.940002,272.308716,84362400
2022-10-01,281.000000,299.279999,267.869995,296.130005,292.233032,65951000
2022-11-01,300.369995,329.079987,277.500000,323.989990,319.726410,108646300
2022-12-01,326.309998,347.250000,310.730011,315.859985,313.589111,77731000
2023-01-01,317.420013,335.160004,307.390015,324.170013,321.839386,63001800
2023-02-01,322.390015,341.470001,292.000000,296.540009,294.408020,74570300
2023-03-01,291.920013,300.109985,279.929993,295.119995,292.998230,104344900
2023-04-01,294.869995,299.799988,284.239990,288.609985,288.609985,14169100
2023-04-06,287.250000,289.790009,284.239990,288.609985,288.609985,3193441
